OTU,MCA1,MCA2,MCA3,MCA4,MCA5,MCG1,MCG2,MCG3,MCG4,MCG5,sum,taxonomy
OTU14249,0,0,0,0,0,0,0,0,0,3,3,k__Fungi
OTU14248,0,0,0,0,0,0,39,0,0,0,39,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Mycena; s__Mycena_albidolilacea_SH220718.07FU
OTU27447,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes
OTU16863,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2567,0,0,0,0,0,6,0,0,0,0,6,k__Fungi
OTU16862,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__Sebacina
OTU27441,0,0,0,0,1,0,0,0,0,0,1,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__unidentified; s__Trichocomaceae_sp_SH207153.07FU
OTU16861,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2561,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3059,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_terricola_SH190017.07FU
OTU12521,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2562,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3053,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3052,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3051,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3050,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH471322.07FU
OTU3057,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3056,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3055,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU3054,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU12524,0,0,0,0,0,0,0,2,0,0,2,k__Fungi
OTU16864,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU27449,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__Chaetothyriales_sp_SH021611.07FU
OTU21988,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2569,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU27759,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__Sordariomycetes_sp_SH215739.07FU
OTU27758,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU27751,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
OTU27750,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Incertae_sedis; o__Incertae_sedis; f__Incertae_sedis; g__Pseudorobillarda; s__Pseudorobillarda_siamensis_SH181601.07FU
OTU27753,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU27752,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes
OTU27755,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
OTU27754,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU27757,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__Tremellomycetes_sp_SH005081.07FU
OTU27756,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
OTU18871,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae; g__Abundisporus; s__Abundisporus_fuscopurpureus_SH199314.07FU
OTU19056,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified
OTU14335,0,0,0,0,0,14,0,0,0,0,14,k__Fungi
OTU14334,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU14337,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Acaulospora
OTU14336,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium; s__Rhizophydium_sp_SH196848.07FU
OTU18652,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__unidentified; s__Diversisporaceae_sp_SH196911.07FU
OTU18653,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae
OTU18018,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
OTU18019,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU14333,0,0,0,0,0,0,0,0,1,0,1,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH013384.07FU
OTU18010,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU18011,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae
OTU18012,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified
OTU14332,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_chalybeum_SH218393.07FU
OTU18014,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU18015,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae
OTU18016,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium; s__Rhizophydium_sp_SH471770.07FU
OTU18017,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota
OTU22709,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
OTU30534,0,0,0,0,0,15,44,0,0,0,59,k__Fungi; p__Ascomycota
OTU26088,0,0,0,0,0,0,137,0,0,0,137,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Volutella; s__Volutella_sp_SH474556.07FU
OTU30536,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU30531,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleomassariaceae; g__unidentified; s__Pleomassariaceae_sp_SH016230.07FU
OTU30530,0,0,0,0,0,45,29,0,0,8,82,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae
OTU30533,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU30532,1,2,7,1,3,0,0,8,0,7,29,k__Fungi
OTU26082,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Amphisphaeriaceae; g__Pestalotiopsis
OTU26083,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU26080,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU22702,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU26086,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__Chaetothyriales_sp_SH465806.07FU
OTU22704,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae
OTU26084,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Xylaria; s__Xylaria_sp_SH181978.07FU
OTU26085,0,0,0,0,0,0,0,0,0,2,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Nemania
OTU28538,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU28539,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU28534,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU28535,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__Hypocreales_sp_SH483593.07FU
OTU28536,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Haptocillium
OTU28537,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae
OTU28530,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales
OTU28531,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis; g__Phoma; s__Phoma_tropica_SH091873.07FU
OTU28532,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU28533,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU20709,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota
OTU20708,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__unidentified; g__unidentified; s__Archaeosporales_sp_SH129000.07FU
OTU20707,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU20706,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Acaulospora
OTU20705,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU20704,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified
OTU20703,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU20702,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU20701,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota
OTU20700,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified
OTU1918,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH023764.07FU
OTU33184,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU25061,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Incertae_sedis; g__Strelitziana; s__Strelitziana_africana_SH193002.07FU
OTU25060,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU25063,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_zychae_SH208930.07FU
OTU25062,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Calcarisporium; s__Calcarisporium_arbuscula_SH205443.07FU
OTU25065,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma
OTU25064,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU25067,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__unidentified; f__unidentified; g__unidentified
OTU25066,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Rhinocladiella
OTU25069,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU25068,0,0,0,3,0,0,0,0,0,0,3,k__Fungi
OTU28282,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__unidentified; f__unidentified; g__unidentified
OTU28283,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU28280,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Drechslera; s__Drechslera_sp_SH189947.07FU
OTU28281,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU28286,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU28287,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Biscogniauxia; s__Biscogniauxia_anceps_SH186531.07FU
OTU28284,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU28285,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU28288,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU28289,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Diatrypaceae; g__Eutypa
OTU9221,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34940,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__Archaeorhizomyces_sp_SH460794.07FU
OTU34941,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU34942,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU34943,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU34944,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34945,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU34946,1,0,0,0,0,0,0,0,0,0,1,k__Fungi
OTU34947,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU34948,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34949,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU23283,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU8637,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU8634,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU5533,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU35015,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU35014,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU35017,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU23280,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae
OTU35011,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU35010,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU35013,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU35012,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH473065.07FU
OTU8632,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU35019,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU35018,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU23286,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
OTU8630,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota
OTU23284,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__unidentified; s__Pezizaceae_sp_SH214051.07FU
OTU1224,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU10699,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU32245,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH201681.07FU
OTU32244,0,6,0,0,0,0,0,0,0,0,6,k__Fungi; p__Ascomycota; c__Leotiomycetes
OTU32247,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU32246,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH002816.07FU
OTU32241,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiales; f__Leotiaceae; g__Alatospora
OTU32240,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU32243,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes
OTU32242,0,1,0,0,0,0,0,6,0,0,7,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU1229,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU32249,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU32248,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes
OTU33116,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU33117,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
OTU33114,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU33115,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__Dothideomycetes_sp_SH469992.07FU
OTU33112,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH201680.07FU
OTU33113,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU33110,5,2,6,0,0,0,0,0,0,0,13,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified
OTU33111,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes
OTU33118,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Sclerotiniaceae
OTU33119,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH214269.07FU
OTU358,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU359,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU354,0,1,0,0,0,3,0,0,0,0,4,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH461116.07FU
OTU355,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU356,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU357,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU350,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU351,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU352,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU353,25,0,0,0,0,0,0,0,0,0,25,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__Agaricomycetes_sp_SH461102.07FU
OTU14979,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU30678,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__Dothideomycetes_sp_SH207018.07FU
OTU30679,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU30676,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU30677,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Massarinaceae; g__Massarina; s__Massarina_sp_SH016476.07FU
OTU30674,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__Dothideomycetes_sp_SH213019.07FU
OTU30675,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae
OTU30672,0,1,0,0,0,0,1,3,16,0,21,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae
OTU30673,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU30670,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes
OTU30671,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU13363,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU13362,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__unidentified
OTU13361,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella
OTU13360,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6779,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU13366,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU13365,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__unidentified
OTU13364,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU6775,0,0,0,0,0,0,0,2,0,0,2,Unassignable
OTU6774,0,0,0,0,0,0,0,0,22,49,71,k__Fungi
OTU13369,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales
OTU13368,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae
OTU6771,2,0,0,0,0,0,0,0,0,0,2,k__Fungi
OTU6770,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Urocystidales; f__Urocystidaceae; g__Urocystis; s__Urocystis_fischeri_SH007549.07FU
OTU6773,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH463006.07FU
OTU6772,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_sarnyensis_SH192693.07FU
OTU26316,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae
OTU26317,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
OTU22677,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU16629,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU16628,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU26315,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU16621,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meripilaceae; g__Grifola; s__Grifola_frondosa_SH197053.07FU
OTU26312,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__unidentified; s__Bionectriaceae_sp_SH211199.07FU
OTU16623,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU16622,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales
OTU16625,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU16624,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU16627,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Pucciniomycetes; o__Pucciniales; f__Pucciniaceae; g__Puccinia; s__Puccinia_coronati-agrostidis_SH186158.07FU
OTU26313,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU22673,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU26311,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU33808,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU33809,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron
OTU33800,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU33801,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__unidentified; s__Inocybaceae_sp_SH473387.07FU
OTU33802,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU33803,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU33804,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU33805,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU33806,0,0,0,0,0,7,10,4,0,0,21,k__Fungi
OTU33807,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU17280,0,0,0,5,0,0,0,0,0,0,5,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Bondarzewiaceae; g__Heterobasidion; s__Heterobasidion_annosum_SH201107.07FU
